"n_tango_id","s_tango","s_hinsikbn_1","s_hinsikbn_2","s_hinsikbn_3","s_hinsikbn_4","d_eikyoudo_age","d_eikyoudo_sage","n_update_cnt","n_eikyou_musi_flg"
5729,"歓迎","名詞","サ変接続","*","*",6,0,1,1
5731,"状態","名詞","一般","*","*",6,10,3,1
5733,"気軽","名詞","形容動詞語幹","*","*",6,0,1,1
5739,"肉","名詞","一般","*","*",0,42,9,0
5740,"野菜","名詞","一般","*","*",9,79,19,0
5741,"適当","名詞","形容動詞語幹","*","*",0,30,5,0
5742,"切る","動詞","自立","*","*",0,10,1,1
5744,"皿","名詞","一般","*","*",0,10,1,1
5745,"焼く","動詞","自立","*","*",0,10,1,1
5746,"辺","名詞","一般","*","*",0,33,6,0
5749,"より","助詞","格助詞","一般","*",6,22,7,1
5751,"実","接頭詞","名詞接続","*","*",0,10,1,1
5752,"労働","名詞","サ変接続","*","*",0,10,1,1
5754,"外食","名詞","サ変接続","*","*",0,10,1,1
5755,"まじ","助動詞","*","*","*",0,13,2,1
5756,"家電","名詞","一般","*","*",0,10,1,1
5758,"四季","名詞","一般","*","*",0,20,3,1
5759,"報","名詞","接尾","一般","*",0,20,3,1
5760,"通読","名詞","サ変接続","*","*",0,60,11,0
5761,"過去","名詞","副詞可能","*","*",21,69,21,0
5762,"変化","名詞","サ変接続","*","*",0,20,3,1
5764,"達人","名詞","一般","*","*",3,60,12,0
5765,"製薬","名詞","一般","*","*",0,60,11,0
5771,"いい","形容詞","自立","*","*",6,15,6,1
5772,"癒す","動詞","自立","*","*",3,3,1,1
5777,"笑顔","名詞","一般","*","*",3,3,1,1
5782,"トミ","名詞","固有名詞","一般","*",0,3,0,1
5783,"再開","名詞","サ変接続","*","*",0,6,1,1
5784,"一緒","名詞","サ変接続","*","*",0,3,0,1
5787,"乗る","動詞","自立","*","*",0,3,0,1
5788,"知","名詞","一般","*","*",0,6,1,1
5789,"古河","名詞","固有名詞","地域","一般",0,36,11,1
5790,"E","名詞","一般","*","*",6,39,14,1
5791,"C","名詞","一般","*","*",0,36,11,1
5798,"特許","名詞","サ変接続","*","*",0,6,1,1
5799,"][","名詞","サ変接続","*","*",0,6,1,1
5800,"知的","名詞","一般","*","*",0,6,1,1
5813,"魚","名詞","一般","*","*",12,15,8,0
5817,"ＷＴ","名詞","一般","*","*",6,0,1,1
5827,"駒井","名詞","固有名詞","人名","姓",12,6,5,0
5828,"ハル","名詞","固有名詞","人名","名",6,0,1,1
5829,"テク","名詞","一般","*","*",6,0,1,1
5831,"ヒノ","名詞","固有名詞","組織","*",6,0,1,1
5832,"キヤ","名詞","固有名詞","一般","*",12,0,3,1
5833,"Ｇ","記号","アルファベット","*","*",9,0,2,1
5835,"野村","名詞","固有名詞","組織","*",24,27,16,0
5839,"全","接頭詞","名詞接続","*","*",15,3,5,1
5840,"激減","名詞","サ変接続","*","*",6,0,1,1
5849,"九州","名詞","固有名詞","地域","一般",18,0,5,1
5854,"最近","名詞","副詞可能","*","*",9,0,2,1
5855,"ゆう","動詞","自立","*","*",6,0,1,1
5859,"毎回","名詞","副詞可能","*","*",6,0,1,1
5860,"息","名詞","サ変接続","*","*",6,0,1,1
5862,"若干","名詞","副詞可能","*","*",12,0,3,0
5867,"同じ","連体詞","*","*","*",6,0,1,1
5868,"すぎ","名詞","接尾","副詞可能","*",6,0,1,1
5869,"ねん","助詞","終助詞","*","*",6,0,1,1
5871,"地域","名詞","一般","*","*",9,0,2,1
5872,"担当","名詞","サ変接続","*","*",6,0,1,1
5874,"到着","名詞","サ変接続","*","*",6,0,1,1
5875,"中心","名詞","一般","*","*",6,0,1,1
5876,"展開","名詞","サ変接続","*","*",12,0,3,1
5877,"中堅","名詞","一般","*","*",6,0,1,1
5878,"種類","名詞","一般","*","*",6,0,1,1
5879,"以上","名詞","非自立","副詞可能","*",9,0,2,1
5880,"充実","名詞","サ変接続","*","*",6,0,1,1
5881,"地場","名詞","一般","*","*",6,0,1,1
5884,"初","接頭詞","名詞接続","*","*",9,3,3,1
5887,"るる","副詞","一般","*","*",6,0,1,1
5888,"酢","名詞","一般","*","*",12,3,4,0
5892,"効果","名詞","一般","*","*",6,0,1,1
5893,"♪","名詞","サ変接続","*","*",12,0,3,1
5896,"今後","名詞","副詞可能","*","*",6,0,2,1
5897,"とも","助詞","副助詞","*","*",9,0,2,1
5900,"品","名詞","接尾","一般","*",6,0,1,1
5902,"牛乳","名詞","一般","*","*",6,0,1,1
5903,"割る","動詞","自立","*","*",9,0,2,1
5906,"胃","名詞","一般","*","*",12,0,3,0
5907,"健康","名詞","形容動詞語幹","*","*",6,0,1,1
5909,"使徒","名詞","一般","*","*",0,6,1,1
5910,"?◆","名詞","サ変接続","*","*",0,12,3,1
5913,"さも","副詞","一般","*","*",0,6,1,1
5920,"送電","名詞","サ変接続","*","*",0,21,6,0
5921,"主体","名詞","一般","*","*",0,6,1,1
5922,"電力","名詞","一般","*","*",3,60,20,0
5923,"主力","名詞","一般","*","*",0,6,1,1
5924,"育成","名詞","サ変接続","*","*",0,21,6,0
5925,"建物","名詞","一般","*","*",0,6,1,1
5926,"管理","名詞","サ変接続","*","*",3,6,2,1
5928,"発電","名詞","サ変接続","*","*",3,24,8,1
5930,"来週","名詞","副詞可能","*","*",0,6,1,1
5931,"岡山","名詞","固有名詞","地域","一般",6,0,1,1
5932,"超","接頭詞","名詞接続","*","*",12,9,7,0
5933,"優良","名詞","一般","*","*",6,0,1,1
5934,"全国","名詞","一般","*","*",9,0,2,1
5935,"ヽ","記号","一般","*","*",6,0,1,1
5936,"(｀","名詞","サ変接続","*","*",6,0,1,1
5937,"ﾉ","名詞","一般","*","*",6,0,1,1
5939,"え","フィラー","*","*","*",12,3,4,1
5941,"自称","名詞","サ変接続","*","*",12,6,6,0
5942,"土建","名詞","一般","*","*",6,0,1,1
5945,"｀)","名詞","サ変接続","*","*",6,0,1,1
5946,"y","名詞","一般","*","*",18,0,5,1
5947,"-~","名詞","サ変接続","*","*",6,0,1,1
5949,"´","記号","一般","*","*",6,0,1,1
5950,"`)","名詞","サ変接続","*","*",6,0,1,1
5952,"─","記号","一般","*","*",6,0,1,1
5954,"はい","感動詞","*","*","*",6,0,1,1
5955,"借金","名詞","サ変接続","*","*",6,0,1,1
5956,"ぅ","名詞","一般","*","*",6,0,1,1
5960,"描く","動詞","自立","*","*",0,6,1,1
5962,"嬉","名詞","固有名詞","地域","一般",0,3,0,1
5966,"一撃","名詞","サ変接続","*","*",0,3,0,1
5968,"妹","名詞","一般","*","*",0,6,1,1
5969,"観覧","名詞","サ変接続","*","*",0,12,3,0
5972,"だめ","名詞","形容動詞語幹","*","*",0,6,1,1
5977,"姿","名詞","一般","*","*",6,9,4,1
5979,"70","名詞","数","*","*",0,6,1,1
5983,"送る","動詞","自立","*","*",3,30,10,0
5985,"直系","名詞","一般","*","*",0,20,3,1
5987,"栃木","名詞","固有名詞","地域","一般",0,10,1,1
5989,"着工","名詞","サ変接続","*","*",0,10,1,1
5993,"傾く","動詞","自立","*","*",0,10,1,1
5995,"財政","名詞","一般","*","*",0,30,5,0
5996,"盤石","名詞","一般","*","*",0,10,1,1
5999,"港","名詞","固有名詞","地域","一般",3,80,16,1
6002,"東京","名詞","固有名詞","地域","一般",9,23,7,1
6003,"中央","名詞","一般","*","*",6,23,6,1
6004,"総合","名詞","サ変接続","*","*",24,74,26,0
6006,"渋谷","名詞","固有名詞","地域","一般",0,40,7,1
6007,"文化","名詞","一般","*","*",3,20,4,1
6008,"外国","名詞","一般","*","*",0,20,3,1
6009,"語","名詞","接尾","一般","*",0,50,9,0
6010,"専門","名詞","一般","*","*",0,20,3,1
6011,"学校","名詞","一般","*","*",3,20,4,1
6012,"学生","名詞","一般","*","*",0,20,3,1
6015,"生命","名詞","一般","*","*",3,20,4,1
6016,"保険","名詞","一般","*","*",0,20,3,1
6017,"新宿","名詞","固有名詞","地域","一般",6,60,13,1
6019,"西武","名詞","固有名詞","組織","*",0,50,9,0
6020,"ぺぺ","名詞","一般","*","*",0,20,3,1
6021,"試","名詞","一般","*","*",12,0,3,0
6023,"レ","名詞","一般","*","*",12,0,3,1
6025,"DE","名詞","一般","*","*",6,0,1,1
6027,"東新","名詞","固有名詞","地域","一般",6,0,1,1
6028,"]+","名詞","サ変接続","*","*",6,0,1,1
6031,"D","名詞","一般","*","*",6,0,1,1
6032,"信越","名詞","固有名詞","組織","*",6,0,1,1
6033,"貨物","名詞","一般","*","*",12,0,3,0
6034,"支線","名詞","一般","*","*",6,0,1,1
6035,"検","名詞","サ変接続","*","*",12,0,3,1
6036,"測る","動詞","自立","*","*",12,0,3,1
6037,"焼島","名詞","固有名詞","一般","*",6,0,1,1
6039,"製造","名詞","サ変接続","*","*",33,44,22,0
6040,"番号","名詞","一般","*","*",12,0,3,1
6042,")+","名詞","サ変接続","*","*",6,0,1,1
6044,"運搬","名詞","サ変接続","*","*",12,3,4,0
6045,"トロ","名詞","一般","*","*",6,0,1,1
6047,"社員","名詞","一般","*","*",18,3,6,1
6048,"死","名詞","接尾","サ変接続","*",6,0,1,1
6049,"三角","名詞","固有名詞","人名","姓",6,0,1,1
6050,"ビル","名詞","固有名詞","人名","名",15,0,4,1
6051,"感染","名詞","サ変接続","*","*",54,3,18,1
6052,"都内","名詞","一般","*","*",20,0,5,0
6053,"現場","名詞","一般","*","*",15,6,6,1
6054,"それ","名詞","代名詞","一般","*",9,3,3,1
6055,"以前","名詞","副詞可能","*","*",6,0,1,1
6056,"状況","名詞","一般","*","*",6,0,1,1
6058,"中断","名詞","サ変接続","*","*",6,0,1,1
6059,"方針","名詞","一般","*","*",6,0,1,1
6061,"実は","接続詞","*","*","*",6,0,1,1
6063,"人物","名詞","一般","*","*",18,0,5,1
6064,"共有","名詞","サ変接続","*","*",12,0,3,1
6065,"“","記号","括弧開","*","*",9,6,4,1
6067,"”","記号","括弧閉","*","*",21,6,8,1
6068,"職人","名詞","一般","*","*",15,3,5,0
6069,"たち","名詞","接尾","一般","*",6,3,2,1
6071,"改修","名詞","サ変接続","*","*",6,0,1,1
6072,"最低","名詞","一般","*","*",6,0,1,1
6075,"地図","名詞","一般","*","*",3,0,0,1
6076,"残る","動詞","自立","*","*",3,0,0,1
6077,"仕事","名詞","サ変接続","*","*",3,9,3,1
6078,"天才","名詞","一般","*","*",3,0,0,1
6082,"解決","名詞","サ変接続","*","*",0,27,8,0
6085,"謎","名詞","一般","*","*",0,35,8,0
6086,"―","記号","一般","*","*",0,6,1,1
6087,"特設","名詞","サ変接続","*","*",0,6,1,1
6090,"今度","名詞","副詞可能","*","*",0,6,1,1
6091,"都会","名詞","一般","*","*",0,12,3,0
6092,"とき","名詞","非自立","副詞可能","*",3,15,5,1
6093,"違う","動詞","自立","*","*",0,30,9,0
6094,"視点","名詞","一般","*","*",0,12,3,0
6095,"ぜひ","副詞","一般","*","*",0,12,3,1
6096,"解体","名詞","サ変接続","*","*",0,15,4,0
6097,"編","名詞","接尾","一般","*",27,33,20,0
6098,"後ろ","名詞","一般","*","*",0,6,1,1
6100,"東","名詞","一般","*","*",15,6,6,1
6101,"空","名詞","一般","*","*",0,6,1,1
6104,"恥","名詞","一般","*","*",0,6,1,1
6105,"凌ぐ","動詞","自立","*","*",0,6,1,1
6110,"仮","接頭詞","名詞接続","*","*",0,6,1,1
6111,"改正","名詞","サ変接続","*","*",0,12,3,1
6113,"束","名詞","一般","*","*",0,6,1,1
6114,"本棚","名詞","一般","*","*",0,6,1,1
6119,"表","名詞","接尾","一般","*",0,12,3,0
6120,"宇宙","名詞","一般","*","*",0,6,1,1
6122,"素材","名詞","一般","*","*",0,18,5,0
6123,"強度","名詞","一般","*","*",0,6,1,1
6125,"一般","名詞","一般","*","*",0,9,2,1
6126,"財団","名詞","一般","*","*",0,21,6,0
6127,"ダム","名詞","一般","*","*",3,21,7,1
6128,"協会","名詞","一般","*","*",0,18,5,1
6129,"会長","名詞","一般","*","*",0,21,6,1
6130,"宮本","名詞","固有名詞","人名","姓",0,9,2,1
6131,"促進","名詞","サ変接続","*","*",0,9,2,1
6132,"保全","名詞","サ変接続","*","*",0,9,2,1
6133,"国民","名詞","一般","*","*",0,9,2,1
6134,"経済","名詞","一般","*","*",22,33,16,0
6135,"発展","名詞","サ変接続","*","*",3,9,3,1
6136,"寄与","名詞","サ変接続","*","*",0,9,2,1
6137,"設立","名詞","サ変接続","*","*",0,27,8,0
6139,"出資","名詞","サ変接続","*","*",0,3,0,1
6140,"弾","名詞","一般","*","*",0,3,0,1
6144,"対局","名詞","サ変接続","*","*",9,0,2,1
6145,"名人","名詞","一般","*","*",18,0,5,1
6146,"七","名詞","数","*","*",9,0,2,1
6147,"番","名詞","接尾","助数詞","*",18,0,5,1
6148,"勝負","名詞","サ変接続","*","*",9,0,2,1
6149,"局","名詞","接尾","助数詞","*",18,0,5,1
6150,"豊島","名詞","固有名詞","人名","姓",27,28,17,0
6151,"将之","名詞","固有名詞","人名","名",9,0,2,1
6152,"VS","名詞","固有名詞","組織","*",18,6,7,1
6153,"渡辺","名詞","固有名詞","人名","姓",9,0,2,1
6154,"明","名詞","固有名詞","人名","名",9,0,2,1
6155,"冠","名詞","接尾","助数詞","*",9,0,2,1
6156,"順位","名詞","一般","*","*",18,22,11,0
6157,"級","名詞","接尾","一般","*",24,37,18,0
6158,"羽生","名詞","固有名詞","人名","姓",18,22,11,0
6159,"善治","名詞","固有名詞","人名","名",6,0,1,1
6160,"九段","名詞","固有名詞","地域","一般",9,0,2,1
6161,"佐藤","名詞","固有名詞","人名","姓",9,0,2,1
6162,"天","名詞","固有名詞","人名","名",6,0,1,1
6164,"ほか","名詞","副詞可能","*","*",9,0,2,1
6165,"中継","名詞","サ変接続","*","*",9,0,2,1
6166,"詳細","名詞","形容動詞語幹","*","*",30,54,26,0
6167,"公式","名詞","形容動詞語幹","*","*",12,0,3,1
6168,"ご覧","名詞","動詞非自立的","*","*",9,3,3,1
6169,"竜王","名詞","一般","*","*",3,0,0,1
6170,"決勝","名詞","一般","*","*",3,0,0,1
6172,"康光","名詞","固有名詞","人名","名",3,0,0,1
6173,"梶浦","名詞","固有名詞","人名","姓",3,0,0,1
6174,"宏","名詞","固有名詞","人名","名",3,0,0,1
6175,"孝","名詞","一般","*","*",3,0,0,1
6176,"六","名詞","数","*","*",12,0,3,1
6177,"段","名詞","接尾","助数詞","*",3,0,0,1
6195,"出願","名詞","サ変接続","*","*",0,6,1,1
6196,"名称","名詞","一般","*","*",0,3,0,1
6197,"可動","名詞","一般","*","*",0,6,1,1
6198,"収納","名詞","サ変接続","*","*",0,9,2,1
6199,"使用","名詞","サ変接続","*","*",0,6,1,1
6200,"方法","名詞","一般","*","*",0,6,1,1
6201,"要約","名詞","サ変接続","*","*",0,15,4,0
6202,"課題","名詞","一般","*","*",3,18,6,0
6204,"容易","名詞","形容動詞語幹","*","*",0,3,0,1
6205,"増減","名詞","サ変接続","*","*",0,3,0,1
6206,"手段","名詞","一般","*","*",0,3,0,1
6208,"平行","名詞","形容動詞語幹","*","*",0,3,0,1
6209,"かつ","接続詞","*","*","*",3,3,1,1
6210,"鉛直","名詞","形容動詞語幹","*","*",0,12,3,0
6212,"一対","名詞","一般","*","*",0,3,0,1
6213,"壁面","名詞","一般","*","*",0,3,0,1
6218,"映画","名詞","一般","*","*",9,0,2,1
6220,"JP","名詞","一般","*","*",9,0,2,1
6224,"髭","名詞","一般","*","*",27,21,15,0
6225,"男","名詞","一般","*","*",12,0,3,1
6229,"常陸","名詞","固有名詞","地域","一般",9,0,2,1
6230,"大宮","名詞","固有名詞","地域","一般",9,0,2,1
6232,"撮影","名詞","サ変接続","*","*",9,0,2,1
6233,"＃…","名詞","サ変接続","*","*",9,0,2,1
6234,"陽","名詞","一般","*","*",9,3,3,0
6240,"Ｔ","記号","アルファベット","*","*",3,0,0,1
6246,"ｉＳ","名詞","一般","*","*",3,0,0,1
6247,"米","名詞","接尾","一般","*",9,24,10,0
6254,"サイ","名詞","一般","*","*",3,0,0,1
6261,"パラ","名詞","一般","*","*",3,0,0,1
6263,"開","名詞","固有名詞","地域","一般",9,3,3,0
6265,"選出","名詞","サ変接続","*","*",8,27,10,0
6266,"明治","名詞","固有名詞","一般","*",0,3,0,1
6267,"安田","名詞","固有名詞","人名","姓",0,3,0,1
6268,"節","名詞","接尾","助数詞","*",0,3,0,1
6271,"横浜","名詞","固有名詞","地域","一般",0,3,0,1
6272,"FM","名詞","固有名詞","組織","*",0,3,0,1
6273,"浦和","名詞","固有名詞","組織","*",0,3,0,1
6276,"柏","名詞","固有名詞","地域","一般",0,3,0,1
6279,"貴史","名詞","固有名詞","人名","名",0,12,3,0
6281,"湘南","名詞","固有名詞","地域","一般",0,3,0,1
6284,"脳","名詞","一般","*","*",0,15,4,0
6290,"時事","名詞","一般","*","*",0,3,0,1
6291,"芸人","名詞","一般","*","*",0,12,3,0
6292,"プチ","名詞","一般","*","*",0,3,0,1
6293,"目線","名詞","一般","*","*",0,3,0,1
6294,"大事","名詞","形容動詞語幹","*","*",0,3,0,1
6295,"理由","名詞","一般","*","*",0,3,0,1
6296,"――","記号","一般","*","*",0,3,0,1
6297,"今季","名詞","副詞可能","*","*",0,3,0,1
6298,"常勝","名詞","一般","*","*",0,3,0,1
6299,"軍団","名詞","一般","*","*",0,9,2,0
6300,"面影","名詞","一般","*","*",0,12,3,0
6302,"不調","名詞","形容動詞語幹","*","*",0,3,0,1
6304,"なか","名詞","非自立","副詞可能","*",0,3,0,1
6305,"FC","名詞","固有名詞","組織","*",0,3,0,1
6306,"反攻","名詞","サ変接続","*","*",0,3,0,1
6307,"牽引","名詞","サ変接続","*","*",0,3,0,1
6309,"勝者","名詞","一般","*","*",0,3,0,1
6310,"哲学","名詞","一般","*","*",0,3,0,1
6311,"先輩","名詞","一般","*","*",3,3,1,1
6313,"後輩","名詞","一般","*","*",0,3,0,1
6316,"あー","感動詞","*","*","*",0,3,0,1
6320,"えー","感動詞","*","*","*",0,3,0,1
6321,"不動","名詞","一般","*","*",0,12,3,1
6324,"商標","名詞","一般","*","*",0,3,0,1
6325,"勝手","名詞","形容動詞語幹","*","*",0,3,0,1
6326,"困る","動詞","自立","*","*",0,3,0,1
6327,"はあ","感動詞","*","*","*",0,3,0,1
6329,"全然","副詞","助詞類接続","*","*",0,3,0,1
6330,"震災","名詞","一般","*","*",0,12,3,0
6331,"防衛","名詞","サ変接続","*","*",0,15,4,0
6332,"気絶","名詞","サ変接続","*","*",0,3,0,1
6333,"気","名詞","一般","*","*",0,3,0,1
6335,"なー","助詞","終助詞","*","*",0,3,0,1
6336,"なり","助動詞","*","*","*",0,3,0,1
6338,"勢","名詞","接尾","一般","*",0,3,0,1
6339,"消","接頭詞","名詞接続","*","*",0,6,1,1
6340,"波根","名詞","固有名詞","一般","*",0,6,1,1
6341,"固い","形容詞","自立","*","*",3,6,2,1
6344,"中空","名詞","一般","*","*",0,3,0,1
6345,"角","名詞","接尾","助数詞","*",0,6,1,0
6346,"熱い","形容詞","自立","*","*",0,6,1,1
6351,"さば","名詞","一般","*","*",0,3,0,1
6352,"共通","名詞","サ変接続","*","*",0,3,0,1
6355,"寝る","動詞","自立","*","*",0,3,0,1
6356,"落ち","名詞","接尾","一般","*",0,6,1,0
6360,"④","名詞","サ変接続","*","*",0,9,2,1
6364,"着手","名詞","サ変接続","*","*",0,9,2,1
6365,"想い","名詞","一般","*","*",0,12,3,1
6366,"正に","副詞","一般","*","*",0,9,2,1
6368,"空間","名詞","一般","*","*",0,9,2,1
6369,"規模","名詞","一般","*","*",13,54,20,0
6370,"集中","名詞","サ変接続","*","*",16,54,21,0
6372,"小","接頭詞","名詞接続","*","*",0,9,2,1
6373,"水力","名詞","一般","*","*",0,9,2,1
6376,"くま","名詞","一般","*","*",6,0,1,1
6377,"もと","名詞","接尾","一般","*",3,0,0,1
6380,"北川","名詞","固有名詞","人名","姓",3,0,0,1
6381,"原","名詞","固有名詞","人名","姓",3,0,0,1
6382,"温","名詞","固有名詞","人名","名",6,0,1,1
6383,"伊藤","名詞","固有名詞","人名","姓",3,3,1,1
6385,"竣工","名詞","サ変接続","*","*",3,0,0,1
6386,"平成","名詞","固有名詞","一般","*",3,0,0,1
6387,"水","名詞","一般","*","*",3,3,1,1
6388,"豊","名詞","固有名詞","地域","一般",9,0,2,0
6389,"小沢","名詞","固有名詞","人名","姓",12,0,3,1
6390,"一郎","名詞","固有名詞","人名","名",6,0,1,1
6392,"信者","名詞","一般","*","*",3,0,0,1
6393,"抱く","動詞","自立","*","*",3,0,0,1
6394,"やら","助詞","終助詞","*","*",3,0,0,1
6396,"全焼","名詞","サ変接続","*","*",3,0,0,1
6397,"関係","名詞","サ変接続","*","*",12,39,16,0
6398,"次々","副詞","助詞類接続","*","*",3,0,0,1
6399,"変死","名詞","サ変接続","*","*",3,0,0,1
6400,"～◆","名詞","サ変接続","*","*",3,0,0,1
6401,"事件","名詞","一般","*","*",3,0,0,1
6402,"国","名詞","一般","*","*",3,0,0,1
6405,"飛沫","名詞","一般","*","*",6,45,16,0
6406,"防ぐ","動詞","自立","*","*",0,18,5,0
6409,"型紙","名詞","一般","*","*",0,3,0,1
6411,"公開","名詞","サ変接続","*","*",0,6,1,1
6416,"材料","名詞","一般","*","*",0,3,0,1
6417,"調達","名詞","サ変接続","*","*",0,12,3,0
6419,"首","名詞","一般","*","*",0,18,5,0
6420,"抑制","名詞","サ変接続","*","*",0,12,3,1
6421,"熱中","名詞","サ変接続","*","*",0,3,0,1
6422,"症","名詞","接尾","一般","*",0,3,0,1
6424,"新着","名詞","一般","*","*",0,3,0,1
6425,"供用","名詞","サ変接続","*","*",0,3,0,1
6427,"工法","名詞","一般","*","*",0,3,0,1
6428,"工程","名詞","一般","*","*",0,3,0,1
6429,"割","名詞","接尾","助数詞","*",0,6,1,1
6430,"短縮","名詞","サ変接続","*","*",0,3,0,1
6431,"減","名詞","接尾","一般","*",0,3,0,1
6436,"Ｐ","記号","アルファベット","*","*",3,3,1,1
6439,"61","名詞","数","*","*",0,6,1,1
6444,"JV","名詞","固有名詞","組織","*",3,6,2,1
6447,"完成","名詞","サ変接続","*","*",3,3,1,1
6448,"図","名詞","接尾","一般","*",0,3,0,1
6449,"快速","名詞","一般","*","*",0,3,0,1
6451,"好く","動詞","自立","*","*",0,3,0,1
6453,"半分","名詞","副詞可能","*","*",0,3,0,1
6454,"嫌う","動詞","自立","*","*",0,3,0,1
6455,"努力","名詞","サ変接続","*","*",0,3,0,1
6457,"前田","名詞","固有名詞","人名","姓",0,3,0,1
6462,"制限","名詞","サ変接続","*","*",9,12,6,1
6463,"付","名詞","接尾","一般","*",9,12,6,1
6464,"報酬","名詞","一般","*","*",9,12,6,1
6465,"処分","名詞","サ変接続","*","*",9,12,6,1
6466,"払込","名詞","一般","*","*",9,9,5,1
6467,"完了","名詞","サ変接続","*","*",9,9,5,1
6468,")[","名詞","サ変接続","*","*",6,6,3,1
6480,"多少","副詞","助詞類接続","*","*",0,3,0,1
6483,"新潟","名詞","固有名詞","地域","一般",15,3,5,1
6484,"上越","名詞","固有名詞","地域","一般",0,3,0,1
6485,"男性","名詞","一般","*","*",0,3,0,1
6486,"判明","名詞","サ変接続","*","*",3,3,1,1
6488,"カン","名詞","一般","*","*",3,0,0,1
6489,"テレ","名詞","固有名詞","人名","名",3,0,0,1
6491,"’","記号","括弧閉","*","*",12,0,3,1
6492,"ママ","名詞","一般","*","*",3,0,0,1
6499,"番組","名詞","一般","*","*",3,0,0,1
6500,")…","名詞","サ変接続","*","*",3,0,0,1
6504,"広告","名詞","サ変接続","*","*",6,0,1,1
6507,"神宮","名詞","固有名詞","一般","*",3,0,0,1
6508,"外野","名詞","一般","*","*",3,0,0,1
6510,"筆頭","名詞","一般","*","*",3,0,0,1
6513,"球団","名詞","一般","*","*",3,0,0,1
6515,"信濃","名詞","固有名詞","地域","一般",3,0,0,1
6516,"町","名詞","接尾","地域","*",3,0,0,1
6517,"東鉄","名詞","固有名詞","地域","一般",6,0,1,1
6518,"GA","名詞","固有名詞","組織","*",6,0,1,1
6519,"MW","名詞","固有名詞","組織","*",3,0,0,1
6522,"朝日","名詞","固有名詞","組織","*",3,0,0,1
6523,"追う","動詞","自立","*","*",9,3,3,0
6527,"23","名詞","数","*","*",3,0,0,1
6528,").","名詞","サ変接続","*","*",3,0,0,1
6529,"JR","名詞","固有名詞","組織","*",9,0,2,1
6532,"駅","名詞","接尾","地域","*",30,33,20,0
6533,"片岡","名詞","固有名詞","人名","姓",3,0,0,1
6534,"横","名詞","一般","*","*",3,0,0,1
6535,"基地","名詞","一般","*","*",3,0,0,1
6539,"Ｓ","記号","アルファベット","*","*",0,6,1,1
6551,"理工","名詞","一般","*","*",0,6,1,1
6561,"Ａ","記号","アルファベット","*","*",0,3,0,1
6564,"JM","名詞","固有名詞","組織","*",0,3,0,1
6566,"和田","名詞","固有名詞","人名","姓",0,6,1,1
6567,"明彦","名詞","固有名詞","人名","名",0,6,1,1
6568,"死去","名詞","サ変接続","*","*",0,6,1,1
6570,"訃報","名詞","一般","*","*",0,12,3,0
6573,"パド","名詞","固有名詞","組織","*",3,0,0,1
6574,"背中","名詞","一般","*","*",9,0,2,0
6575,"押す","動詞","自立","*","*",3,0,0,1
6576,"頂く","動詞","非自立","*","*",21,20,12,0
6577,"製図","名詞","サ変接続","*","*",9,6,4,0
6579,"是非","名詞","サ変接続","*","*",3,0,0,1
6582,"有","接頭詞","名詞接続","*","*",3,0,0,1
6583,"言","名詞","一般","*","*",9,0,2,0
6584,"実行","名詞","サ変接続","*","*",3,0,0,1
6585,"参る","動詞","自立","*","*",3,0,0,1
6587,"皆様","名詞","一般","*","*",3,0,0,1
6588,"表明","名詞","サ変接続","*","*",9,0,2,0
6590,"最大","名詞","一般","*","*",3,0,0,1
6591,"定員","名詞","一般","*","*",3,0,0,1
6593,"講義","名詞","サ変接続","*","*",9,3,3,0
6594,"優先","名詞","サ変接続","*","*",3,0,0,1
6595,"講","名詞","接尾","一般","*",9,0,2,0
6597,"裁判","名詞","一般","*","*",0,15,4,0
6598,"新築","名詞","サ変接続","*","*",0,3,0,1
6599,"怖い","形容詞","自立","*","*",0,3,0,1
6602,"大覚","名詞","固有名詞","人名","一般",0,6,1,1
6603,"続","接頭詞","名詞接続","*","*",9,24,10,0
6604,"大津","名詞","固有名詞","地域","一般",0,6,1,1
6605,"on","名詞","固有名詞","組織","*",0,3,0,1
6608,"集合","名詞","サ変接続","*","*",0,18,7,0
6609,"鈴木","名詞","固有名詞","人名","姓",0,15,5,0
6610,"勝","名詞","固有名詞","人名","名",0,6,1,1
6611,"以外","名詞","非自立","副詞可能","*",0,3,0,1
6612,"別","接頭詞","名詞接続","*","*",0,3,0,1
6614,"登場","名詞","サ変接続","*","*",0,3,0,1
6615,"詩","名詞","一般","*","*",0,27,9,0
6616,"森組","名詞","固有名詞","組織","*",0,9,2,1
6619,"てか","接続詞","*","*","*",0,6,1,1
6622,"空気","名詞","一般","*","*",3,0,0,1
6623,"清浄","名詞","サ変接続","*","*",3,0,0,1
6624,"市場","名詞","一般","*","*",3,0,0,1
6627,"提携","名詞","サ変接続","*","*",3,0,0,1
6630,"逗子","名詞","固有名詞","地域","一般",18,0,5,0
6632,"都心","名詞","一般","*","*",9,0,2,0
6633,"通勤","名詞","サ変接続","*","*",9,0,2,0
6634,"業務","名詞","一般","*","*",3,0,0,1
6636,"働き","名詞","一般","*","*",3,0,0,1
6637,"市外","名詞","一般","*","*",3,0,0,1
6638,"限る","動詞","自立","*","*",9,3,3,0
6639,"無料","名詞","一般","*","*",6,0,1,1
6641,"利用","名詞","サ変接続","*","*",3,0,0,1
6642,"期間","名詞","一般","*","*",3,0,0,1
